fund,annualised_return,annualised_volatility,sharpe_ratio,max_drawdown,total_return,final_growth_of_1
Equity Sentiment Tilt,0.1779808745228817,0.16570097372485884,1.0741088028753123,-0.19397900185087313,0.7706672472585474,1.7706672472585474
Equity Equal Weight,0.1697674759735477,0.16221794848797444,1.0465394092080564,-0.203218626269136,0.7279759300785553,1.7279759300785553
