annual_return,annual_volatility,sharpe,max_drawdown,cumulative_return,hit_rate,observations,fund,family,method,lookback_days,rebalance,periods_per_year,first_live_date
0.1497918531249407,0.21251687241172795,0.7048468736860363,-0.28746987990265394,0.5175255920297195,0.5405046480743692,753,Combined Equal Weight,Combined,equal_weight,252,monthly,252,2021-01-04
0.18788962538993292,0.18833244652387368,0.9976487262704112,-0.24533423155007816,0.6727771082355314,0.5312084993359893,753,Combined Max Sharpe,Combined,max_sharpe,252,monthly,252,2021-01-04
0.06830149429958898,0.13234267568239338,0.5160957638751722,-0.1763153650393453,0.21825980189955896,0.5431606905710491,753,Combined Min Variance,Combined,min_variance,252,monthly,252,2021-01-04
0.3418797885401814,0.8042210448398298,0.4251067423985042,-0.8159730614257941,1.4162442566426012,0.536986301369863,1095,Crypto Equal Weight,Crypto,equal_weight,365,monthly,365,2021-01-01
0.38557465008808256,0.7865993208833291,0.4901792308377447,-0.8021212784428855,1.660049921760817,0.5388127853881278,1095,Crypto Risk Parity,Crypto,risk_parity,365,monthly,365,2021-01-01
0.12643529221978822,0.16166197477746672,0.7820966704992363,-0.20321862626913634,0.42726033325760415,0.5351925630810093,753,Equity Equal Weight,Equity,equal_weight,252,monthly,252,2021-01-04
0.09429226626169829,0.1571156261546124,0.6001456925036108,-0.23598757291952455,0.3089833329731684,0.5325365205843293,753,Equity Max Sharpe,Equity,max_sharpe,252,monthly,252,2021-01-04
0.05640277957888973,0.12931316711207197,0.4361719756659202,-0.16979545825767595,0.1781617551011765,0.5312084993359893,753,Equity Min Variance,Equity,min_variance,252,monthly,252,2021-01-04
0.09216348728113655,0.1613572173362794,0.5711767270320582,-0.20267234818917468,0.30138906886177375,0.5325365205843293,753,Equity Sentiment Tilt,Equity,sentiment_tilt,252,monthly,252,2021-01-04
